data_size, chunk_size, N, K, chosen_nodes
1.800000, 1.800000, 4, 1, 7 9 6 2 
1.500000, 1.500000, 4, 1, 7 9 6 2 
1.900000, 1.900000, 4, 1, 7 9 6 2 
1.800000, 1.800000, 4, 1, 7 9 6 2 
1.800000, 1.800000, 4, 1, 7 9 6 2 
1.600000, 1.600000, 4, 1, 7 9 6 2 
1.600000, 1.600000, 4, 1, 7 9 6 2 
2.000000, 2.000000, 4, 1, 7 9 6 2 
1.700000, 1.700000, 4, 1, 7 9 6 2 
1.400000, 1.400000, 4, 1, 7 9 6 2 
2.900000, 2.900000, 4, 1, 7 9 6 2 
1.900000, 1.900000, 4, 1, 7 9 6 2 
3.300000, 3.300000, 4, 1, 7 9 6 2 
2.100000, 2.100000, 4, 1, 7 9 6 2 
3.400000, 3.400000, 4, 1, 7 9 6 2 
2.900000, 2.900000, 4, 1, 7 9 6 2 
2.300000, 2.300000, 4, 1, 7 9 6 2 
1.900000, 1.900000, 4, 1, 7 9 6 2 
1.900000, 1.900000, 4, 1, 7 9 6 2 
2.200000, 2.200000, 4, 1, 7 9 6 2 
2.800000, 2.800000, 4, 1, 7 9 6 2 
3.400000, 3.400000, 4, 1, 7 9 6 2 
2.400000, 2.400000, 4, 1, 7 9 6 2 
3.000000, 3.000000, 4, 1, 7 9 6 2 
2.000000, 2.000000, 4, 1, 7 9 6 2 
3.400000, 3.400000, 4, 1, 7 9 6 2 
2.000000, 2.000000, 4, 1, 7 9 6 2 
3.000000, 3.000000, 4, 1, 7 9 6 2 
2.400000, 2.400000, 4, 1, 7 9 6 2 
3.600000, 3.600000, 4, 1, 7 9 6 2 
2.900000, 2.900000, 4, 1, 7 9 6 2 
3.600000, 3.600000, 4, 1, 7 9 6 2 
2.000000, 2.000000, 4, 1, 7 9 6 2 
2.500000, 2.500000, 4, 1, 7 9 6 2 
2.000000, 2.000000, 4, 1, 7 9 6 2 
3.000000, 3.000000, 4, 1, 7 9 6 2 
2.700000, 2.700000, 4, 1, 7 9 6 2 
3.600000, 3.600000, 4, 1, 7 9 6 2 
3.500000, 3.500000, 4, 1, 7 9 6 2 
2.000000, 2.000000, 4, 1, 7 9 6 2 
2.700000, 2.700000, 4, 1, 7 9 6 2 
3.100000, 3.100000, 4, 1, 7 9 6 2 
2.800000, 2.800000, 4, 1, 7 9 6 2 
3.200000, 3.200000, 4, 1, 7 9 6 2 
2.100000, 2.100000, 4, 1, 7 9 6 2 
3.700000, 3.700000, 4, 1, 7 9 6 2 
3.500000, 3.500000, 4, 1, 7 9 6 2 
2.800000, 2.800000, 4, 1, 7 9 6 2 
3.000000, 3.000000, 4, 1, 7 9 6 2 
2.100000, 2.100000, 4, 1, 7 9 6 2 
3.000000, 3.000000, 4, 1, 7 9 6 2 
3.100000, 3.100000, 4, 1, 7 9 6 2 
3.600000, 3.600000, 4, 1, 7 9 6 2 
2.100000, 2.100000, 4, 1, 7 9 6 2 
3.700000, 3.700000, 4, 1, 7 9 6 2 
3.100000, 3.100000, 4, 1, 7 9 6 2 
2.100000, 2.100000, 4, 1, 7 9 6 2 
3.000000, 3.000000, 4, 1, 7 9 6 2 
3.800000, 3.800000, 4, 1, 7 9 6 2 
2.800000, 2.800000, 4, 1, 7 9 6 2 
3.100000, 3.100000, 4, 1, 7 9 6 2 
2.000000, 2.000000, 4, 1, 7 9 6 2 
3.900000, 3.900000, 4, 1, 7 9 6 2 
2.000000, 2.000000, 4, 1, 7 9 6 2 
3.000000, 3.000000, 4, 1, 7 9 6 2 
3.200000, 3.200000, 4, 1, 7 9 6 2 
2.100000, 2.100000, 4, 1, 7 9 6 2 
2.600000, 2.600000, 4, 1, 7 9 6 2 
2.400000, 2.400000, 4, 1, 7 9 6 2 
2.800000, 2.800000, 4, 1, 7 9 6 2 
4.400000, 4.400000, 4, 1, 7 9 6 2 
2.700000, 2.700000, 4, 1, 7 9 6 2 
2.800000, 2.800000, 4, 1, 7 9 6 2 
3.100000, 3.100000, 4, 1, 7 9 6 2 
2.800000, 2.800000, 4, 1, 7 9 6 2 
3.000000, 3.000000, 4, 1, 7 9 6 2 
3.200000, 3.200000, 4, 1, 7 9 6 2 
2.100000, 2.100000, 4, 1, 7 9 6 2 
2.300000, 2.300000, 4, 1, 7 9 6 2 
2.800000, 2.800000, 4, 1, 7 9 6 2 
2.600000, 2.600000, 4, 1, 7 9 6 2 
3.400000, 3.400000, 4, 1, 7 9 6 2 
2.400000, 2.400000, 4, 1, 7 9 6 2 
2.300000, 2.300000, 4, 1, 7 9 6 2 
2.300000, 2.300000, 4, 1, 7 9 6 2 
2.200000, 2.200000, 4, 1, 7 9 6 2 
2.400000, 2.400000, 4, 1, 7 9 6 2 
2.400000, 2.400000, 4, 1, 7 9 6 2 
3.400000, 3.400000, 4, 1, 7 9 6 2 
3.000000, 3.000000, 4, 1, 7 9 6 2 
3.400000, 3.400000, 4, 1, 7 9 6 2 
3.700000, 3.700000, 4, 1, 7 9 6 2 
3.200000, 3.200000, 4, 1, 7 9 6 2 
3.600000, 3.600000, 4, 1, 7 9 6 2 
3.100000, 3.100000, 4, 1, 7 9 6 2 
3.100000, 3.100000, 4, 1, 7 9 6 2 
2.600000, 2.600000, 4, 1, 7 9 6 2 
2.600000, 2.600000, 4, 1, 7 9 6 2 
2.500000, 2.500000, 4, 1, 7 9 6 2 
2.200000, 2.200000, 4, 1, 7 9 6 2 
2.100000, 2.100000, 4, 1, 7 9 6 2 
2.100000, 2.100000, 4, 1, 7 9 6 2 
2.000000, 2.000000, 4, 1, 7 9 6 2 
3.800000, 3.800000, 4, 1, 7 9 6 2 
2.100000, 2.100000, 4, 1, 7 9 6 2 
2.100000, 2.100000, 4, 1, 7 9 6 2 
2.200000, 2.200000, 4, 1, 7 9 6 2 
2.300000, 2.300000, 4, 1, 7 9 6 2 
2.100000, 2.100000, 4, 1, 7 9 6 2 
2.100000, 2.100000, 4, 1, 7 9 6 2 
3.600000, 3.600000, 4, 1, 7 9 6 2 
3.700000, 3.700000, 4, 1, 7 9 6 2 
3.000000, 3.000000, 4, 1, 7 9 6 2 
4.700000, 4.700000, 4, 1, 7 9 6 2 
2.200000, 2.200000, 4, 1, 7 9 6 2 
2.100000, 2.100000, 4, 1, 7 9 6 2 
4.500000, 4.500000, 4, 1, 7 9 6 2 
2.400000, 2.400000, 4, 1, 7 9 6 2 
2.400000, 2.400000, 4, 1, 7 9 6 2 
2.400000, 2.400000, 4, 1, 7 9 6 2 
4.300000, 4.300000, 4, 1, 7 9 6 2 
2.300000, 2.300000, 4, 1, 7 9 6 2 
1.800000, 1.800000, 4, 1, 7 9 6 2 
2.300000, 2.300000, 4, 1, 7 9 6 2 
1.900000, 1.900000, 4, 1, 7 9 6 2 
2.000000, 2.000000, 4, 1, 7 9 6 2 
2.100000, 2.100000, 4, 1, 7 9 6 2 
3.500000, 3.500000, 4, 1, 7 9 6 2 
2.000000, 2.000000, 4, 1, 7 9 6 2 
1.900000, 1.900000, 4, 1, 7 9 6 2 
2.000000, 2.000000, 4, 1, 7 9 6 2 
1.700000, 1.700000, 4, 1, 7 9 6 2 
2.600000, 2.600000, 4, 1, 7 9 6 2 
3.700000, 3.700000, 4, 1, 7 9 6 2 
3.400000, 3.400000, 4, 1, 7 9 6 2 
3.300000, 3.300000, 4, 1, 7 9 6 2 
3.900000, 3.900000, 4, 1, 7 9 6 2 
2.700000, 2.700000, 4, 1, 7 9 6 2 
2.500000, 2.500000, 4, 1, 7 9 6 2 
3.800000, 3.800000, 4, 1, 7 9 6 2 
3.200000, 3.200000, 4, 1, 7 9 6 2 
2.600000, 2.600000, 4, 1, 7 9 6 2 
3.600000, 3.600000, 4, 1, 7 9 6 2 
3.300000, 3.300000, 4, 1, 7 9 6 2 
4.000000, 4.000000, 4, 1, 7 9 6 2 
2.700000, 2.700000, 4, 1, 7 9 6 2 
3.700000, 3.700000, 4, 1, 7 9 6 2 
2.800000, 2.800000, 4, 1, 7 9 6 2 
3.200000, 3.200000, 4, 1, 7 9 6 2 
3.300000, 3.300000, 4, 1, 7 9 6 2 
3.200000, 3.200000, 4, 1, 7 9 6 2 
3.400000, 3.400000, 4, 1, 7 9 6 2 
2.800000, 2.800000, 4, 1, 7 9 6 2 
3.300000, 3.300000, 4, 1, 7 9 6 2 
2.800000, 2.800000, 4, 1, 7 9 6 2 
3.100000, 3.100000, 4, 1, 7 9 6 2 
3.300000, 3.300000, 4, 1, 7 9 6 2 
3.500000, 3.500000, 4, 1, 7 9 6 2 
2.900000, 2.900000, 4, 1, 7 9 6 2 
3.000000, 3.000000, 4, 1, 7 9 6 2 
4.000000, 4.000000, 4, 1, 7 9 6 2 
3.600000, 3.600000, 4, 1, 7 9 6 2 
4.600000, 4.600000, 4, 1, 7 9 6 2 
2.800000, 2.800000, 4, 1, 7 9 6 2 
3.600000, 3.600000, 4, 1, 7 9 6 2 
3.600000, 3.600000, 4, 1, 7 9 6 2 
4.300000, 4.300000, 4, 1, 7 9 6 2 
3.400000, 3.400000, 4, 1, 7 9 6 2 
2.900000, 2.900000, 4, 1, 7 9 6 2 
2.900000, 2.900000, 4, 1, 7 9 6 2 
